Año,Mes,Fecha,Nombre ciudad,Genérico,Precio promedio
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús urbano,2
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús urbano,2
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús urbano,8
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús urbano,10
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús urbano,10
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús urbano,10
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,254
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,8.74
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,8.74
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,8.74
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,8.74
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,13.1
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,37.5
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,7.96
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,30
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,35
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,13.1
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,8.74
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,8.74
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,8.74
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,8.74
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,85
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,40
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,7.96
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,30
2018,7,2018-07-15,Área Met. de la Cd. de México,Taxi,25
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,5
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,3
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,5
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,5
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,4
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,18
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,5
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,5
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,5
2018,7,2018-07-15,Área Met. de la Cd. de México,Metro o transporte eléctrico,5
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,820
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,150
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,533
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,1199
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,880
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,118
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,484
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,915
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,1059
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,619.5
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,240
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,135
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,250
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,735
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,1213
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,685
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,384
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,106
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,950
2018,7,2018-07-15,Área Met. de la Cd. de México,Autobús foráneo,1201
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,2338.6
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,18626.03
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,3310
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,2482
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,913.16
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,915.95
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,2364.5
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,2250
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,2659
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,6815.75
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,7650.25
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,7357.93
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,1475.25
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,2163
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,2942
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,1064.08
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,1860.97
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,1980.25
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,3649.72
2018,7,2018-07-15,Área Met. de la Cd. de México,Transporte aéreo,32949.25
2018,7,2018-07-15,"Oaxaca, Oax.",Colectivo,13
2018,7,2018-07-15,"Monterrey, N.L.",Colectivo,12
2018,7,2018-07-15,"Tijuana, B.C.",Colectivo,12
2018,7,2018-07-15,"Monterrey, N.L.",Colectivo,11.71
2018,7,2018-07-15,"Mérida, Yuc.",Autobús urbano,8
2018,7,2018-07-15,"Mérida, Yuc.",Autobús urbano,8
2018,7,2018-07-15,"Mérida, Yuc.",Autobús urbano,8
2018,7,2018-07-15,"Mérida, Yuc.",Autobús urbano,8
2018,7,2018-07-15,"Mérida, Yuc.",Taxi,150
2018,7,2018-07-15,"Mérida, Yuc.",Taxi,150
2018,7,2018-07-15,"Mérida, Yuc.",Taxi,23
2018,7,2018-07-15,"Mérida, Yuc.",Taxi,180
2018,7,2018-07-15,"Mérida, Yuc.",Autobús foráneo,1186
2018,7,2018-07-15,"Mérida, Yuc.",Autobús foráneo,217
2018,7,2018-07-15,"Mérida, Yuc.",Autobús foráneo,554.91
2018,7,2018-07-15,"Mérida, Yuc.",Autobús foráneo,31
2018,7,2018-07-15,"Mérida, Yuc.",Transporte aéreo,2218.5
2018,7,2018-07-15,"Mérida, Yuc.",Transporte aéreo,2314
2018,7,2018-07-15,"Mérida, Yuc.",Transporte aéreo,16866.85
2018,7,2018-07-15,"Mérida, Yuc.",Transporte aéreo,1599
2018,7,2018-07-15,"Monterrey, N.L.",Colectivo,11.71
2018,7,2018-07-15,Área Met. de la Cd. de México,Colectivo,11.5
2018,7,2018-07-15,Área Met. de la Cd. de México,Colectivo,11.5
2018,7,2018-07-15,"León, Gto.",Colectivo,11
2018,7,2018-07-15,"Morelia, Mich.",Autobús urbano,8
2018,7,2018-07-15,"Morelia, Mich.",Autobús urbano,8
2018,7,2018-07-15,"Morelia, Mich.",Autobús urbano,8
2018,7,2018-07-15,"Morelia, Mich.",Autobús urbano,8
2018,7,2018-07-15,"Morelia, Mich.",Taxi,60
2018,7,2018-07-15,"Morelia, Mich.",Taxi,55
2018,7,2018-07-15,"Morelia, Mich.",Taxi,350
2018,7,2018-07-15,"Morelia, Mich.",Taxi,60
2018,7,2018-07-15,"Morelia, Mich.",Autobús foráneo,469
2018,7,2018-07-15,"Morelia, Mich.",Autobús foráneo,279
2018,7,2018-07-15,"Morelia, Mich.",Autobús foráneo,550
2018,7,2018-07-15,"Morelia, Mich.",Autobús foráneo,342
2018,7,2018-07-15,"Morelia, Mich.",Transporte aéreo,1349.5
2018,7,2018-07-15,"Morelia, Mich.",Transporte aéreo,2849.75
2018,7,2018-07-15,"Morelia, Mich.",Transporte aéreo,2486.5
2018,7,2018-07-15,"Morelia, Mich.",Transporte aéreo,3898.75
2018,7,2018-07-15,"León, Gto.",Colectivo,11
2018,7,2018-07-15,"Torreón, Coah.",Colectivo,11
2018,7,2018-07-15,"Torreón, Coah.",Colectivo,11
2018,7,2018-07-15,"Torreón, Coah.",Colectivo,11
2018,7,2018-07-15,"Torreón, Coah.",Colectivo,11
2018,7,2018-07-15,"Oaxaca, Oax.",Colectivo,11
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús urbano,7
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús urbano,7
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús urbano,7
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús urbano,7
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús urbano,7
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús urbano,7
2018,7,2018-07-15,"Guadalajara, Jal.",Taxi,235
2018,7,2018-07-15,"Guadalajara, Jal.",Taxi,100
2018,7,2018-07-15,"Guadalajara, Jal.",Taxi,250
2018,7,2018-07-15,"Guadalajara, Jal.",Taxi,8.5
2018,7,2018-07-15,"Guadalajara, Jal.",Taxi,200
2018,7,2018-07-15,"Guadalajara, Jal.",Taxi,130
2018,7,2018-07-15,"Guadalajara, Jal.",Metro o transporte eléctrico,7
2018,7,2018-07-15,"Guadalajara, Jal.",Metro o transporte eléctrico,7
2018,7,2018-07-15,"Guadalajara, Jal.",Metro o transporte eléctrico,7
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús foráneo,514.5
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús foráneo,604
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús foráneo,801.5
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús foráneo,225
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús foráneo,454
2018,7,2018-07-15,"Guadalajara, Jal.",Autobús foráneo,2031.5
2018,7,2018-07-15,"Guadalajara, Jal.",Transporte aéreo,1560
2018,7,2018-07-15,"Guadalajara, Jal.",Transporte aéreo,1197.5
2018,7,2018-07-15,"Guadalajara, Jal.",Transporte aéreo,1768.5
2018,7,2018-07-15,"Guadalajara, Jal.",Transporte aéreo,817.85
2018,7,2018-07-15,"Guadalajara, Jal.",Transporte aéreo,9349.16
2018,7,2018-07-15,"Guadalajara, Jal.",Transporte aéreo,2859
2018,7,2018-07-15,"Cuernavaca, Mor.",Colectivo,11
2018,7,2018-07-15,"Monterrey, N.L.",Colectivo,10.19
2018,7,2018-07-15,Área Met. de la Cd. de México,Colectivo,10
2018,7,2018-07-15,Área Met. de la Cd. de México,Colectivo,10
2018,7,2018-07-15,Área Met. de la Cd. de México,Colectivo,10
2018,7,2018-07-15,Área Met. de la Cd. de México,Colectivo,10
2018,7,2018-07-15,Área Met. de la Cd. de México,Colectivo,10
2018,7,2018-07-15,"Monterrey, N.L.",Colectivo,10
2018,7,2018-07-15,"Monterrey, N.L.",Autobús urbano,11.19
2018,7,2018-07-15,"Monterrey, N.L.",Autobús urbano,11.19
2018,7,2018-07-15,"Monterrey, N.L.",Autobús urbano,12
2018,7,2018-07-15,"Monterrey, N.L.",Autobús urbano,11.19
2018,7,2018-07-15,"Monterrey, N.L.",Autobús urbano,11.71
2018,7,2018-07-15,"Monterrey, N.L.",Autobús urbano,10.19
2018,7,2018-07-15,"Monterrey, N.L.",Autobús urbano,13.68
2018,7,2018-07-15,"Monterrey, N.L.",Autobús urbano,11.71
2018,7,2018-07-15,"Monterrey, N.L.",Taxi,260
2018,7,2018-07-15,"Monterrey, N.L.",Taxi,400
2018,7,2018-07-15,"Monterrey, N.L.",Taxi,310
2018,7,2018-07-15,"Monterrey, N.L.",Taxi,8.78
2018,7,2018-07-15,"Monterrey, N.L.",Taxi,5.22
2018,7,2018-07-15,"Monterrey, N.L.",Taxi,100
2018,7,2018-07-15,"Monterrey, N.L.",Taxi,10.53
2018,7,2018-07-15,"Monterrey, N.L.",Taxi,6.27
2018,7,2018-07-15,"Monterrey, N.L.",Metro o transporte eléctrico,4.5
2018,7,2018-07-15,"Monterrey, N.L.",Metro o transporte eléctrico,4.5
2018,7,2018-07-15,"Monterrey, N.L.",Metro o transporte eléctrico,4.5
2018,7,2018-07-15,"Monterrey, N.L.",Metro o transporte eléctrico,4.5
2018,7,2018-07-15,"Monterrey, N.L.",Autobús foráneo,365
2018,7,2018-07-15,"Monterrey, N.L.",Autobús foráneo,399
2018,7,2018-07-15,"Monterrey, N.L.",Autobús foráneo,550
2018,7,2018-07-15,"Monterrey, N.L.",Autobús foráneo,128
2018,7,2018-07-15,"Monterrey, N.L.",Autobús foráneo,895
2018,7,2018-07-15,"Monterrey, N.L.",Autobús foráneo,1190
2018,7,2018-07-15,"Monterrey, N.L.",Autobús foráneo,819
2018,7,2018-07-15,"Monterrey, N.L.",Autobús foráneo,635
2018,7,2018-07-15,"Monterrey, N.L.",Transporte aéreo,1314
2018,7,2018-07-15,"Monterrey, N.L.",Transporte aéreo,1592.5
2018,7,2018-07-15,"Monterrey, N.L.",Transporte aéreo,2433
2018,7,2018-07-15,"Monterrey, N.L.",Transporte aéreo,9855.25
2018,7,2018-07-15,"Monterrey, N.L.",Transporte aéreo,7739
2018,7,2018-07-15,"Monterrey, N.L.",Transporte aéreo,1557.5
2018,7,2018-07-15,"Monterrey, N.L.",Transporte aéreo,8700.75
2018,7,2018-07-15,"Monterrey, N.L.",Transporte aéreo,2186.5
2018,7,2018-07-15,"Toluca, Edo. de Méx.",Colectivo,10
2018,7,2018-07-15,"Toluca, Edo. de Méx.",Colectivo,10
2018,7,2018-07-15,"Toluca, Edo. de Méx.",Colectivo,10
2018,7,2018-07-15,"Toluca, Edo. de Méx.",Colectivo,10
2018,7,2018-07-15,"Mexicali, B.C.",Autobús urbano,13
2018,7,2018-07-15,"Mexicali, B.C.",Autobús urbano,13
2018,7,2018-07-15,"Mexicali, B.C.",Autobús urbano,13
2018,7,2018-07-15,"Mexicali, B.C.",Autobús urbano,13
2018,7,2018-07-15,"Mexicali, B.C.",Taxi,45
2018,7,2018-07-15,"Mexicali, B.C.",Taxi,300
2018,7,2018-07-15,"Mexicali, B.C.",Taxi,300
2018,7,2018-07-15,"Mexicali, B.C.",Taxi,100
2018,7,2018-07-15,"Mexicali, B.C.",Autobús foráneo,1883
2018,7,2018-07-15,"Mexicali, B.C.",Autobús foráneo,390
2018,7,2018-07-15,"Mexicali, B.C.",Autobús foráneo,768
2018,7,2018-07-15,"Mexicali, B.C.",Autobús foráneo,1875.5
2018,7,2018-07-15,"Mexicali, B.C.",Transporte aéreo,3658.5
2018,7,2018-07-15,"Mexicali, B.C.",Transporte aéreo,1030.07
2018,7,2018-07-15,"Mexicali, B.C.",Transporte aéreo,1828.5
2018,7,2018-07-15,"Mexicali, B.C.",Transporte aéreo,3727
2018,7,2018-07-15,"Monclova, Coah.",Colectivo,10
2018,7,2018-07-15,"Monclova, Coah.",Colectivo,10
2018,7,2018-07-15,"Monclova, Coah.",Colectivo,10
2018,7,2018-07-15,"Matamoros, Tamps.",Colectivo,10
2018,7,2018-07-15,"Cd. Juárez, Chih.",Autobús urbano,8
2018,7,2018-07-15,"Cd. Juárez, Chih.",Autobús urbano,8
2018,7,2018-07-15,"Cd. Juárez, Chih.",Autobús urbano,8
2018,7,2018-07-15,"Cd. Juárez, Chih.",Autobús urbano,8
2018,7,2018-07-15,"Cd. Juárez, Chih.",Taxi,250
2018,7,2018-07-15,"Cd. Juárez, Chih.",Taxi,100
2018,7,2018-07-15,"Cd. Juárez, Chih.",Taxi,250
2018,7,2018-07-15,"Cd. Juárez, Chih.",Taxi,100
2018,7,2018-07-15,"Cd. Juárez, Chih.",Autobús foráneo,2180
2018,7,2018-07-15,"Cd. Juárez, Chih.",Autobús foráneo,656
2018,7,2018-07-15,"Cd. Juárez, Chih.",Autobús foráneo,1080
2018,7,2018-07-15,"Cd. Juárez, Chih.",Autobús foráneo,830
2018,7,2018-07-15,"Cd. Juárez, Chih.",Transporte aéreo,3133.5
2018,7,2018-07-15,"Cd. Juárez, Chih.",Transporte aéreo,2528.5
2018,7,2018-07-15,"Cd. Juárez, Chih.",Transporte aéreo,1014.94
2018,7,2018-07-15,"Cd. Juárez, Chih.",Transporte aéreo,1516.46
2018,7,2018-07-15,"La Paz, B.C.S.",Colectivo,10
2018,7,2018-07-15,"La Paz, B.C.S.",Colectivo,10
2018,7,2018-07-15,"La Paz, B.C.S.",Colectivo,10
2018,7,2018-07-15,"La Paz, B.C.S.",Colectivo,10
2018,7,2018-07-15,"Acapulco, Gro.",Autobús urbano,8
2018,7,2018-07-15,"Acapulco, Gro.",Autobús urbano,8
2018,7,2018-07-15,"Acapulco, Gro.",Autobús urbano,8
2018,7,2018-07-15,"Acapulco, Gro.",Autobús urbano,10
2018,7,2018-07-15,"Acapulco, Gro.",Taxi,40
2018,7,2018-07-15,"Acapulco, Gro.",Taxi,42.5
2018,7,2018-07-15,"Acapulco, Gro.",Taxi,60
2018,7,2018-07-15,"Acapulco, Gro.",Taxi,70
2018,7,2018-07-15,"Acapulco, Gro.",Autobús foráneo,110
2018,7,2018-07-15,"Acapulco, Gro.",Autobús foráneo,450
2018,7,2018-07-15,"Acapulco, Gro.",Autobús foráneo,754.5
2018,7,2018-07-15,"Acapulco, Gro.",Autobús foráneo,590
2018,7,2018-07-15,"Acapulco, Gro.",Transporte aéreo,1544.3
2018,7,2018-07-15,"Acapulco, Gro.",Transporte aéreo,37468.79
2018,7,2018-07-15,"Acapulco, Gro.",Transporte aéreo,2273
2018,7,2018-07-15,"Acapulco, Gro.",Transporte aéreo,2368
2018,7,2018-07-15,"Oaxaca, Oax.",Colectivo,10
2018,7,2018-07-15,"Oaxaca, Oax.",Colectivo,10
2018,7,2018-07-15,"Cuernavaca, Mor.",Colectivo,10
2018,7,2018-07-15,"Cd. Acuña, Coah.",Colectivo,10
2018,7,2018-07-15,"Culiacán, Sin.",Autobús urbano,9.5
2018,7,2018-07-15,"Culiacán, Sin.",Autobús urbano,8.5
2018,7,2018-07-15,"Culiacán, Sin.",Autobús urbano,8.5
2018,7,2018-07-15,"Culiacán, Sin.",Autobús urbano,9.5
2018,7,2018-07-15,"Culiacán, Sin.",Taxi,90
2018,7,2018-07-15,"Culiacán, Sin.",Taxi,80
2018,7,2018-07-15,"Culiacán, Sin.",Taxi,70
2018,7,2018-07-15,"Culiacán, Sin.",Taxi,220
2018,7,2018-07-15,"Culiacán, Sin.",Transporte aéreo,2095.01
2018,7,2018-07-15,"Culiacán, Sin.",Transporte aéreo,2469
2018,7,2018-07-15,"Culiacán, Sin.",Transporte aéreo,1210.24
2018,7,2018-07-15,"Culiacán, Sin.",Transporte aéreo,2139
2018,7,2018-07-15,"Cd. Acuña, Coah.",Colectivo,10
2018,7,2018-07-15,"Monterrey, N.L.",Colectivo,9.67
2018,7,2018-07-15,"Monterrey, N.L.",Colectivo,9.67
2018,7,2018-07-15,"Monterrey, N.L.",Colectivo,9.67
2018,7,2018-07-15,"León, Gto.",Autobús urbano,9.5
2018,7,2018-07-15,"León, Gto.",Autobús urbano,9.5
2018,7,2018-07-15,"León, Gto.",Autobús urbano,9.5
2018,7,2018-07-15,"León, Gto.",Autobús urbano,9.5
2018,7,2018-07-15,"León, Gto.",Taxi,60
2018,7,2018-07-15,"León, Gto.",Taxi,55
2018,7,2018-07-15,"León, Gto.",Taxi,60
2018,7,2018-07-15,"León, Gto.",Taxi,60
2018,7,2018-07-15,"León, Gto.",Transporte aéreo,1664
2018,7,2018-07-15,"León, Gto.",Transporte aéreo,1696.16
2018,7,2018-07-15,"León, Gto.",Transporte aéreo,3112
2018,7,2018-07-15,"León, Gto.",Transporte aéreo,1276.25
2018,7,2018-07-15,"Culiacán, Sin.",Colectivo,9.5
2018,7,2018-07-15,"Culiacán, Sin.",Colectivo,9.5
2018,7,2018-07-15,"Culiacán, Sin.",Colectivo,9.5
2018,7,2018-07-15,"León, Gto.",Colectivo,9.5
2018,7,2018-07-15,"León, Gto.",Colectivo,9.5
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Colectivo,9
2018,7,2018-07-15,"Puebla, Pue.",Autobús urbano,6
2018,7,2018-07-15,"Puebla, Pue.",Autobús urbano,6
2018,7,2018-07-15,"Puebla, Pue.",Autobús urbano,7.5
2018,7,2018-07-15,"Puebla, Pue.",Autobús urbano,6
2018,7,2018-07-15,"Puebla, Pue.",Autobús urbano,6
2018,7,2018-07-15,"Puebla, Pue.",Autobús urbano,6
2018,7,2018-07-15,"Puebla, Pue.",Taxi,56
2018,7,2018-07-15,"Puebla, Pue.",Taxi,69.78
2018,7,2018-07-15,"Puebla, Pue.",Taxi,40
2018,7,2018-07-15,"Puebla, Pue.",Taxi,50
2018,7,2018-07-15,"Puebla, Pue.",Taxi,100
2018,7,2018-07-15,"Puebla, Pue.",Taxi,60
2018,7,2018-07-15,"Puebla, Pue.",Autobús foráneo,892.5
2018,7,2018-07-15,"Puebla, Pue.",Autobús foráneo,426
2018,7,2018-07-15,"Puebla, Pue.",Autobús foráneo,1244
2018,7,2018-07-15,"Puebla, Pue.",Autobús foráneo,164
2018,7,2018-07-15,"Puebla, Pue.",Autobús foráneo,508
2018,7,2018-07-15,"Puebla, Pue.",Autobús foráneo,30
2018,7,2018-07-15,"Puebla, Pue.",Transporte aéreo,2060.75
2018,7,2018-07-15,"Puebla, Pue.",Transporte aéreo,2237.25
2018,7,2018-07-15,"Puebla, Pue.",Transporte aéreo,10034
2018,7,2018-07-15,"Puebla, Pue.",Transporte aéreo,1083.95
2018,7,2018-07-15,"Puebla, Pue.",Transporte aéreo,3472
2018,7,2018-07-15,"Puebla, Pue.",Transporte aéreo,5369.75
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Colectivo,9
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Colectivo,9
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Colectivo,9
2018,7,2018-07-15,"Veracruz, Ver.",Colectivo,9
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Autobús urbano,9
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Autobús urbano,9
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Autobús urbano,9
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Autobús urbano,9
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Taxi,11.55
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Taxi,56.5
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Taxi,15
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Taxi,250
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Autobús foráneo,584
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Autobús foráneo,612
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Autobús foráneo,633.5
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Autobús foráneo,305
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Transporte aéreo,1659.25
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Transporte aéreo,2018
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Transporte aéreo,2170.25
2018,7,2018-07-15,"San Luis Potosí, S.L.P.",Transporte aéreo,1607.75
2018,7,2018-07-15,"Veracruz, Ver.",Colectivo,9
2018,7,2018-07-15,"Veracruz, Ver.",Colectivo,9
2018,7,2018-07-15,"Veracruz, Ver.",Colectivo,9
2018,7,2018-07-15,"Tampico, Tamps.",Colectivo,9
2018,7,2018-07-15,"Tapachula, Chis.",Autobús urbano,7
2018,7,2018-07-15,"Tapachula, Chis.",Autobús urbano,7
2018,7,2018-07-15,"Tapachula, Chis.",Autobús urbano,7
2018,7,2018-07-15,"Tapachula, Chis.",Autobús urbano,7
2018,7,2018-07-15,"Tapachula, Chis.",Taxi,40
2018,7,2018-07-15,"Tapachula, Chis.",Taxi,230
2018,7,2018-07-15,"Tapachula, Chis.",Taxi,40
2018,7,2018-07-15,"Tapachula, Chis.",Taxi,40
2018,7,2018-07-15,"Tapachula, Chis.",Autobús foráneo,1029
2018,7,2018-07-15,"Tapachula, Chis.",Autobús foráneo,361
2018,7,2018-07-15,"Tapachula, Chis.",Autobús foráneo,336.5
2018,7,2018-07-15,"Tapachula, Chis.",Autobús foráneo,150
2018,7,2018-07-15,"Tapachula, Chis.",Transporte aéreo,1777.25
2018,7,2018-07-15,"Tapachula, Chis.",Transporte aéreo,2233.75
2018,7,2018-07-15,"Tapachula, Chis.",Transporte aéreo,2038
2018,7,2018-07-15,"Tapachula, Chis.",Transporte aéreo,2666.5
2018,7,2018-07-15,"Tampico, Tamps.",Colectivo,9
2018,7,2018-07-15,"Tampico, Tamps.",Colectivo,9
2018,7,2018-07-15,"Tampico, Tamps.",Colectivo,9
2018,7,2018-07-15,"Chihuahua, Chih.",Colectivo,9
2018,7,2018-07-15,"Toluca, Edo. de Méx.",Autobús urbano,10
2018,7,2018-07-15,"Toluca, Edo. de Méx.",Autobús urbano,10
